isco_08,task_id,title,task_text,score_2025,potential25,potential23,mean_score_2025,source,source_year
3115,8,Mechanical Engineering Technicians,"Ensuring that mechanical engineering designs and finished work are within specifications, regulations and contract provisions.",0.3125,Not Exposed,Not affected,0.26,predicted,2025
3116,1,Chemical Engineering Technicians,"Assisting in research on and development of industrial chemical processes, plant and equipment, or testing prototypes;",0.335,Not Exposed,Augmentation Potential,0.32,predicted,2025
3116,2,Chemical Engineering Technicians,Designing and preparing layouts of chemical plants according to the specifications given;,0.295,Not Exposed,Augmentation Potential,0.32,predicted,2025
3116,3,Chemical Engineering Technicians,"Preparing detailed estimates of quantities and costs of materials and labour required for manufacture and installation, according to the specifications given;",0.33,Not Exposed,Augmentation Potential,0.32,predicted,2025
3116,4,Chemical Engineering Technicians,"Monitoring technical aspects of the construction, installation, operation, maintenance and repair of chemical plants to ensure satisfactory performance and compliance with specifications and regulations;",0.305,Not Exposed,Augmentation Potential,0.32,predicted,2025
3116,5,Chemical Engineering Technicians,"Conducting chemical and physical laboratory tests to assist scientists and engineers in making qualitative and quantitative analyses of solids, liquids, and gaseous materials.",0.352,Not Exposed,Augmentation Potential,0.32,predicted,2025
3117,1,Mining and metallurgical technicians,Providing technical assistance to aid in research on and development of processes to determine the properties of metals and new alloys;,0.315,Not Exposed,Not affected,0.28,predicted,2025
3117,2,Mining and metallurgical technicians,"Providing technical assistance in geological and topographical surveys, and in the design and layout of oil, natural gas and mineral ore extraction and transportation systems, and processing and refining plants for minerals and metals;",0.3025,Not Exposed,Not affected,0.28,predicted,2025
3117,3,Mining and metallurgical technicians,"Preparing detailed estimates of quantities and costs of materials and labour required for mineral, oil and natural gas exploration, extraction, processing and transport projects;",0.4,Not Exposed,Not affected,0.28,predicted,2025
3117,4,Mining and metallurgical technicians,"Monitoring technical, regulatory and safety aspects of the construction, installation, operation, maintenance and repair of mineral ore, oil and natural gas exploration, extraction, transport and storage installations and of mineral processing plants;",0.235,Not Exposed,Not affected,0.28,predicted,2025
3117,5,Mining and metallurgical technicians,"Helping plan and design mines, mine shafts, tunnels and underground first-aid facilities;",0.2,Not Exposed,Not affected,0.28,predicted,2025
3117,6,Mining and metallurgical technicians,"Collecting and preparing rock, mineral and metal samples, performing laboratory tests to determine properties, analysing and reporting test results and maintaining testing equipment;",0.235,Not Exposed,Not affected,0.28,predicted,2025
3117,7,Mining and metallurgical technicians,"Using microscopes, electromagnetic irradiation machines, spectrometers, spectrographs, densitometers and tension testing machines;",0.26,Not Exposed,Not affected,0.28,predicted,2025
3117,8,Mining and metallurgical technicians,"Assisting scientists in the use of electrical, sonic or nuclear measuring instruments in both laboratory and production activities to obtain data indicating potential sources of metallic ore, gas, or petroleum.",0.31,Not Exposed,Not affected,0.28,predicted,2025
3118,1,Draughtspersons,"Preparing and revising working drawings from sketches and specifications prepared by engineers and designers for the manufacture, installation and erection of machinery and equipment or for the construction, modification, maintenance and repair of buildings, dams, bridges, roads and other architectural and civil engineering projects;",0.38,Minimal Exposure,The Big Uknown,0.35,predicted,2025
3118,2,Draughtspersons,"Operating computer-aided design and drafting equipment to create, modify and generate hard-copy and digital representations of working drawings;",0.475,Minimal Exposure,The Big Uknown,0.35,predicted,2025
3118,3,Draughtspersons,"Operating digitizing table or similar equipment to transfer hard-copy representation of working drawings, maps and other curves to digital form;",0.4625,Minimal Exposure,The Big Uknown,0.35,predicted,2025
3118,4,Draughtspersons,"Preparing and revising illustrations for reference works, brochures and technical manuals dealing with the assembly, installation, operation, maintenance and repair of machinery and other equipment and goods;",0.315,Minimal Exposure,The Big Uknown,0.35,predicted,2025
3118,5,Draughtspersons,Copying drawings and paintings onto stone or metal plates for printing;,0.1475,Minimal Exposure,The Big Uknown,0.35,predicted,2025
3118,6,Draughtspersons,"Preparing wiring diagrams, circuit board assembly diagrams and layout drawings used for manufacture, installation and repair of electrical equipment in factories, power plants, and buildings;",0.275,Minimal Exposure,The Big Uknown,0.35,predicted,2025
3118,7,Draughtspersons,"Creating detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods and other engineering information;",0.3375,Minimal Exposure,The Big Uknown,0.35,predicted,2025
3118,8,Draughtspersons,Arranging for completed drawings to be reproduced for use as working drawings.,0.3875,Minimal Exposure,The Big Uknown,0.35,predicted,2025
3119,1,Physical and Engineering Science Technicians Not Elsewhere Classified,"Collecting data and providing technical assistance regarding: efficient, safe and economic utilization of personnel, material and equipment; methods of work and sequence of operations and supervision of their implementation; and efficient layout of plant or establishment;",0.315,Not Exposed,The Big Uknown,0.26,predicted,2025
3119,2,Physical and Engineering Science Technicians Not Elsewhere Classified,Aiding in the identification of potential hazards and introducing safety procedures and devices;,0.255,Not Exposed,The Big Uknown,0.26,predicted,2025
3119,3,Physical and Engineering Science Technicians Not Elsewhere Classified,"Modifying and testing equipment and devices used in the prevention, control, and remediation of environmental pollution, site remediation and land reclamation;",0.2375,Not Exposed,The Big Uknown,0.26,predicted,2025
3119,4,Physical and Engineering Science Technicians Not Elsewhere Classified,Assisting in the development of environmental pollution remediation devices under the direction of an engineer;,0.1875,Not Exposed,The Big Uknown,0.26,predicted,2025
3119,5,Physical and Engineering Science Technicians Not Elsewhere Classified,Assisting engineers in testing and designing robotics equipment.,0.285,Not Exposed,The Big Uknown,0.26,predicted,2025
3121,1,Mining Supervisors,"Supervising and coordinating the activities of workers who extract minerals and other natural deposits from the earth, and who operate underground conveyances or heavy equipment in surface mines and quarries;",0.185,Not Exposed,Not affected,0.29,predicted,2025
3121,2,Mining Supervisors,Establishing methods to meet work schedules and recommending measures to mining managers to improve productivity;,0.33,Not Exposed,Not affected,0.29,predicted,2025
3121,3,Mining Supervisors,"Working with managerial and technical personnel, other departments and contractors to resolve operational problems and coordinate activities;",0.255,Not Exposed,Not affected,0.29,predicted,2025
3121,4,Mining Supervisors,Providing reports and other information to mining managers about all aspects of mining or quarrying operations;,0.4,Not Exposed,Not affected,0.29,predicted,2025
3121,5,Mining Supervisors,Determining staffing and material needs for the mine or quarry.,0.265,Not Exposed,Not affected,0.29,predicted,2025
3122,1,Manufacturing Supervisors,"Co-ordinating and supervising the activities of process control technicians, machine operators, assemblers and other manufacturing labourers;",0.265,Minimal Exposure,Augmentation Potential,0.35,predicted,2025
